id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,6.019691376518898,0.2837664374824142,0.4007832011436149,11.156173380767036,0.04865650726764187,53.12709749499596,145.82418170837485,0.9936655186238404,3.086784752227937,0.586504682294782,10.988825121417113,7
1,5.437448148171657,0.5180343565749406,0.16137238242068752,2.536891564383484,0.035595946865292154,33.55466355073369,130.24289339970824,0.9884475947533935,3.1979951978116143,0.5387726555388647,13.140516494207022,8
2,7.114222533853861,0.25009465323313007,0.39559152462809904,2.3397695887000816,0.036893933044836395,30.010317490865177,124.52147799637349,0.9907966327227501,3.2815574022489664,0.42711486556981926,12.164164103698319,8
3,7.189613185452317,0.2732945748881465,0.34898803353362334,1.6101835413759713,0.05388716353102445,31.170454287591337,147.85449593765625,0.9919586612711646,3.176230885263582,0.4622510118287115,10.691331945647208,5
4,6.549685696736983,0.3128094944574595,0.34530191764554335,6.225016322247662,0.046102599716904134,27.470334964211574,91.2304391745473,0.9916878159100795,3.2834069340662184,0.5995764575852404,12.026913286642861,7
5,6.388962699151944,0.2985187605182435,0.9098020174217175,8.448563510865084,0.03543854015670504,48.8068526994143,202.2693096108386,0.9939753066940302,3.38284226796369,0.4944668377878283,11.632214947335052,6
6,7.04135203996803,0.36142609176309964,0.15303017885539008,11.813928814831847,0.04160650347030974,34.235986281141464,225.82048482718818,0.9977119648291219,3.132271573334942,0.5018250556293948,8.90148795866987,5
7,7.616096858078623,0.25768302928454395,0.35675415789757636,1.392849732332143,0.030041055121727816,6.231409378920192,105.51803089759498,0.9929094107336686,3.152197220351753,0.4030244170750739,10.43183569498589,4
8,8.350742089858963,0.1870346426400427,0.3146183070769315,1.0145577660489222,0.03288215559172495,20.151013113060383,58.10179771173481,0.9911334445493233,3.0082538380225934,0.5015468420809963,10.96798315608674,6
9,8.643002907066666,0.2967823242945954,0.725720789406683,14.146466616162606,0.04461677178810076,28.590955081526165,192.1729254818782,1.0000806063587855,2.9392948038187363,0.8720975937888507,8.732171623469592,5
10,6.394754056665345,0.13665008441108584,0.311609419857928,0.8943598090918445,0.03504636404770329,53.07040082417018,140.22606365305438,0.990875601503265,3.3845152082783256,0.34552875786934056,11.514895654947344,7
11,6.723361572816645,0.5418725259951154,0.2803149673252829,5.456786847334384,0.059504570124425685,20.83361143404961,104.6213984941115,0.9947958723161993,3.277906455274079,0.37600889497234696,9.031290921434389,5
12,6.3664592245135445,0.12022940003883022,0.3620937489967725,2.376544956045956,0.045940232227087395,45.89881715221642,149.12012088599352,0.9914128028279208,3.271145502884776,0.7312096621913203,11.344954777445231,7
13,7.686739070806444,0.27714888782883623,0.38714831681165507,2.1768221230687215,0.050375982719033895,22.338819554000978,117.1589456356124,0.9942018888085382,3.246688756800822,0.40560824672173007,10.365788371538395,6
14,5.874331628438053,0.22456288679860784,0.4563802395577368,21.56413648692577,0.12044497849803955,56.76333791476644,122.34927166090944,0.9965767539219615,3.103837740124335,0.3645961833490419,12.70287885807775,5
15,6.349150879230198,0.27060649591424457,0.45122133914661805,8.255702045098557,0.05012955015535461,52.66377422144121,197.61605196720788,0.9951679508537488,3.1796123190696077,0.47013855975127355,9.456202248615545,5
16,5.215914162866919,0.2788872744065631,0.28571283750712956,4.769074623085333,0.033437624298501625,63.5387864482656,135.978846848143,0.9897330071180863,3.194074457323193,0.33869134383851895,12.349789926831331,8
17,5.483587503722135,0.11923732393683649,0.32491145268469607,1.2207349816801434,0.038884536602100755,22.521867117262797,132.27756508002423,0.9917248992189412,3.244269439700487,0.4499676968591047,9.733559009738164,5
18,7.621265679342765,0.2632935940525576,0.35518345022795766,1.3970871685743158,0.029356554127051546,24.933940893250764,167.36300017019184,0.9911389556759826,2.9856423976081765,0.4807579156963707,12.046104612722337,7
19,6.745160412780001,0.24841922665187108,0.28957811078788864,7.496400653610789,0.03544838541792835,28.57724436298489,97.54226976100712,0.9956459944384913,3.0802210553992304,0.3627992958103719,9.257413406346346,6
20,5.84548373655786,0.24640376977440853,0.2614844518644266,11.854870819054968,0.05465497638570945,34.30622040796871,132.32863824064174,0.9969053003178038,3.3465720922152853,0.45339128209583307,9.531787450884703,6
21,7.410532371128084,0.18417939381276466,0.2383294953409677,1.6524362281437819,0.047840546147539666,20.48474098691121,105.99537978826544,0.9937510776654699,3.5114762296961803,0.6339730519584267,10.540514855018655,7
22,6.905275552129592,0.3753574589165745,0.2340269991168777,9.617495696966152,0.05820270405231218,53.61780768310778,165.4760216405505,0.9955450485157431,3.2360095804071562,0.41835908477375955,9.886879737413189,5
23,7.600034182198477,0.12388953797240917,0.33852279287295567,9.304568841387844,0.06297582257275135,40.8242306107431,127.42212351291391,0.9967961853962731,3.2113820513864195,0.39142292139290324,9.649165950757391,5
24,5.821060498719023,0.2716694248465527,0.29112429735753126,11.902998394593464,0.035900241278415644,31.084097506998997,113.8193016271042,0.9946836685248572,3.3541216836689522,0.4779822294349083,10.58395940562759,8
25,7.626700754741556,0.28628502698274044,0.29998872206711097,4.352122008926536,0.05104420748525823,27.204968016982345,148.89297642934204,0.9938661697776655,3.171081585223821,0.39067368120286,10.248433937025132,5
26,6.768834782387982,0.34851947245172576,0.5306957475778585,10.479517138883594,0.054241238324354256,37.84023247343439,151.68951283340647,0.9962008404359528,3.070514223840009,0.4053407093510011,9.445170752955125,5
27,5.1193121001997905,0.34507850614932917,0.25547534307037484,6.808603581746298,0.032944145664589766,36.37252215524848,118.9804871671118,0.9918346800853438,3.3749016096766673,0.40571168778430555,11.413496568169462,6
28,8.71112243748824,0.2324649088563966,0.3200005523623914,13.927740386572864,0.0432600853910588,34.98307832221545,171.57815836371267,0.9998488957916803,3.1210376811443847,0.47714823324539224,8.878047677370493,7
29,8.11764632777173,0.33431138977602004,0.2184154380673943,5.31629902615561,0.04713299055839022,23.60484576157319,150.2970204840596,0.99537629455596,3.2304502939365443,0.45473875415862874,10.392015162261053,5
30,6.778951638984565,0.2632891576213682,0.24247610106216888,7.729052796342722,0.053271895099117755,52.82469581313981,213.9066406578656,0.995935355580446,3.1364096197681115,0.4629947183165085,8.856372028074537,5
31,7.383469374300878,0.26442329725415037,0.2506210713403869,11.782624672912277,0.05284595117483315,54.40594227100984,176.18172434321986,0.9971579523922602,3.0992648031149588,0.5991144166744626,9.788116785923657,6
32,7.0685505722670845,0.2514474437447809,0.32472245839040537,10.551178243910234,0.04146430730846409,66.27236928829329,271.8212233201277,0.9970662645244969,3.182555441583118,0.5073084655233673,8.951502077902564,6
33,7.144732083528482,0.27081696438869357,0.281848845810879,2.4367612910986383,0.04878141388292036,29.449005342557225,148.81612852838296,0.9935075517197159,3.1069219422604033,0.5082690869066926,9.115650052020904,6
34,7.38569896364071,0.2357299402936233,0.30676435889668824,8.062683685212225,0.044035340122344065,52.83638614339396,184.05441452862723,0.996316216448212,3.0893145540598845,0.32328366516214546,8.792799632243659,5
35,6.09488656305351,0.3191712426018794,0.23208212601779366,1.428715669082537,0.03577600666732792,38.58191015223661,122.32915138959343,0.9896589258416437,3.2906057645726037,0.41665809962058886,12.336952512371042,7
36,7.068777467305192,0.23082615054540995,0.3875383995192186,1.82191142197918,0.030445338380411927,12.28273953246272,66.81847796592608,0.9898375601480857,3.2506179270415423,0.39934846367056825,12.803917939603188,7
37,6.611828480875494,0.3894117124713128,0.379216037001884,9.325735831465842,0.05161488723031836,49.195227900537255,225.9054574839659,0.9979952461992313,3.291817318733063,0.5712202489096319,9.35421725376565,6
38,7.559293520566634,0.3120144361034117,0.2849501226842224,10.409447464511159,0.040028031448281716,19.247171682191677,141.63558245247464,0.9967528674234369,3.0382285237116364,0.34080534406816615,9.406776889751303,5
39,6.044017361712049,0.16298130733393867,0.48949976556823777,0.9150559800947907,0.033349692738245514,25.304391349354717,108.39529102050324,0.9922247577261325,3.212603193536735,0.41502574345412885,9.859645969544207,6
40,5.963217789211223,0.29004562014512336,0.2096755155937965,15.926291103225672,0.04319398422209908,20.542451544615155,141.03556316739412,0.9965135270455259,3.104318895322213,0.5380349280717842,10.079198831845417,6
41,6.900053909435316,0.3684867285687715,0.2871358487767692,13.523760911033827,0.04881917849863604,52.621682782103505,188.42531847989247,0.9978954209497698,2.990770454856889,0.6078579905785836,9.500657810358666,6
42,6.90637235130342,0.29150060721878046,0.45657935223437385,1.2505124645657852,0.038881722158114876,33.677313395839874,123.85279612515849,0.9906812170117435,3.071118637023583,0.4729371608377929,11.039541657029496,7
43,5.131189219100093,0.28996264782633097,0.2924143020013467,0.913635095535435,0.02652274897403189,16.509617064813483,72.86360896868314,0.9919182687024546,3.2474595940919513,0.5349887347365836,9.941574900093663,6
44,6.280987306353157,0.3874574774511454,0.24106247093432162,7.241250595871719,0.06928306036318405,9.563597583140018,119.86600374520577,0.994160669781416,3.1435210833516525,0.36253128720218764,10.172758221236544,4
45,7.025386747131929,0.16427677211762468,0.25863645040652017,6.558378333286405,0.04615684631874587,31.900220210019434,215.95362160117483,0.9964092916158571,3.3862720847342396,0.5720966709614499,10.06758829681287,6
46,6.942140994114414,0.27151399070980087,0.7413801527215618,1.3608705627617566,0.17651492779776792,34.25885126032788,119.17659556035521,0.9929808696301353,3.0286305091094823,0.4631088422263874,9.167014806992121,6
47,5.8201954482708045,0.2866816093601473,0.25840742576089065,12.089863776133193,0.05781611922938969,47.42239561874943,224.99548713120043,0.9980887513272187,3.237702705624652,0.417568197799235,8.934776368400266,6
48,6.5022344687160185,0.24339269359393179,0.2639087709855343,8.21591991736077,0.05554499768852418,47.15494152857447,182.39790179313698,0.9953488084135668,3.1178569915532135,0.5024158134647677,9.51138324894267,7
49,7.380867241460097,0.3247555918117954,0.2551161374099314,15.308383035836602,0.04695474570298755,67.48981739899676,211.26148021237637,0.9991599171445023,3.057206641553722,0.677493770162565,9.493140608120891,5
50,7.122341691471679,0.39769648799833857,0.4959194484484876,1.0779661340843483,0.047578082416327626,10.73059489466777,138.02093593089458,0.9929746103897237,3.0136197040954307,0.4205236504677656,9.295119527298757,5
51,7.82329973814935,0.15289955124794605,0.7376423113786738,18.08291294552773,0.03616561100820601,51.59495294625892,183.67318057587156,0.9996274498987419,3.002725087031024,0.40803756150853027,9.24555889376981,5
52,6.0387773859644325,0.2139726676497641,0.23573194543299936,5.195201479497326,0.04370385685314799,9.03767981372028,123.99406107880506,0.9929790155738036,2.9439264088517554,0.620236686196202,10.007977135814476,6
53,6.966251104230402,0.18074988672265932,0.38803724775038606,7.770564316728242,0.028140280380499705,22.1192844011549,82.95621407912037,0.9939778056767409,3.104846626862838,0.6568221454078166,10.84549254868301,6
54,7.533392793746077,0.1936776541399082,0.484197034048612,2.154642991875206,0.04957617774576005,41.91981190214714,142.11032901259287,0.9929590132422998,3.403994849808367,0.4716846445408386,10.789666408339082,6
