compressor_id,operating_hour,discharge_temperature_C,discharge_pressure_bar,inlet_pressure_bar,oil_temperature_C,power_consumption_kw,efficiency,env_sensor_unitless,rul_hours
1,0,68.23443501558894,29.522907196281405,1.2121659013227897,54.576203510146044,43.20028749129462,0.8508070098258569,0.9742776059577556,1712
1,8,70.063343474851,30.251391391468463,1.2010328259459382,54.77207943736291,46.58206023135196,0.8460285663362945,1.1018002622102891,1704
1,16,69.98321662945891,29.55939015060164,1.1930174470600359,53.908477760204136,44.02410961369624,0.8347565257922265,1.169238431659547,1696
1,24,69.10613193252132,30.26255178002289,1.2020859369729235,57.063295266182436,42.89152047230784,0.8492980823966336,1.2833913073653715,1688
1,32,67.69571433392652,30.448029577128683,1.2025882252898206,53.89085144676398,48.40882224760032,0.8441228734331359,1.171083623818958,1680
1,40,70.64246100266716,29.969404868401945,1.205373864019623,57.27254682165945,47.80377168830964,0.849697121182559,1.4597490618566837,1672
1,48,69.54787438138003,28.60457804802427,1.2078250609126588,55.961300390244425,47.95304740504689,0.8630265588703033,1.2746450352679304,1664
1,56,68.10661603872938,30.848826563406835,1.2181502887084172,55.843494503149614,49.954456307751435,0.8615119892623458,1.249720610929559,1656
1,64,73.32233231208897,30.573359045424773,1.2162821151876626,55.20153182970516,52.64492493401599,0.8716321153675046,1.4365381469096559,1648
1,72,67.42240305407555,31.282471244117833,1.2251362864027833,54.73811808809494,50.47324490302059,0.8321281963339819,1.0759921784274322,1640
1,80,72.47278676713988,30.908221057689012,1.231750028970954,56.26395179949507,50.239320081299425,0.8369996714463345,1.1884413646154761,1632
1,88,70.27303204098195,29.500913883410462,1.222665048103224,57.44320037112905,52.13720410174871,0.8505718402709846,1.2274196009586333,1624
1,96,77.2728044931223,30.18997465059906,1.2157069244167051,54.231963286931084,50.40689144871315,0.8424738379675818,1.2428763426524745,1616
1,104,70.33683470227757,30.407011945752394,1.2321051563984622,55.86975710909104,51.33215126304068,0.8630046672049428,0.96955688111898,1608
1,112,75.49104201202792,30.131373770124313,1.2267827617212075,56.37874543862876,53.40375746221271,0.8347917078888047,0.9709078327019744,1600
1,120,74.8051765997614,29.379109747665478,1.2222680908367334,58.162110887726584,50.90057313650576,0.8148322160488128,0.6280972706230565,1592
1,128,71.34004029784208,30.00637786470824,1.2203201064919795,56.093441071996786,51.168305860257455,0.8509718768645498,0.6482990787539826,1584
1,136,74.54996562992548,29.46514014527129,1.2256375423083983,56.29996950205764,53.40384130876574,0.8263639694828692,0.5505730384237467,1576
1,144,72.95244058924241,29.02388562245978,1.243545806157362,57.752136941301906,49.64836496542318,0.8332462344122964,0.6191254631794544,1568
1,152,72.75140146437826,29.78200816748331,1.2404993877470214,62.48845802193565,51.849295846677165,0.8244102163195413,0.9449572583305287,1560
1,160,74.06087618369656,29.118837741529678,1.2392563557120286,59.24273108705675,47.82298051479693,0.8468700820818533,0.8411122185080857,1552
1,168,71.51989736542933,28.77556186969568,1.2537165027068646,58.21307154306358,50.13733219934127,0.8480543117935486,0.8922626890025925,1544
1,176,73.16683974637166,27.91737970323384,1.2348999445723505,59.838624883409935,48.27308923523383,0.8190408747886033,0.6215343067535629,1536
1,184,74.64528414455877,29.44002565383755,1.2494258377186507,59.02998227345795,49.86515961584872,0.827497677211992,1.0922855178094346,1528
1,192,73.12519798346757,27.884170356113522,1.2384844453368666,60.92695916038974,48.18787434420058,0.8443214119512903,0.9240996373712925,1520
1,200,72.87676930660474,27.3487712494914,1.2304897466198668,59.595071801907515,49.526328974705265,0.8310233326114295,0.9362400728534651,1512
1,208,68.72931936821236,27.334682042928165,1.2306368206268277,58.395252303157044,48.270787481498424,0.8280232213464701,0.9340209089713308,1504
1,216,76.07736449455216,26.923371494231006,1.2332117191526644,60.93144772493587,46.6982689265812,0.820266812018461,1.5521306954040401,1496
1,224,72.22983073256201,27.25983552289286,1.2339504016256486,63.35999201447061,49.07957611135004,0.8266336335266941,1.3601217120027993,1488
1,232,71.52313999955982,27.432496774323802,1.2270966331951847,64.67001255838909,44.68538837680132,0.8168969384504605,1.2124481572349515,1480
1,240,70.19198951548252,26.276528282725494,1.2349054034912141,60.66860928615178,47.97257589650307,0.8141160115938595,1.3930666223453587,1472
1,248,75.54867140020134,26.013544790510263,1.250831686389688,59.23355596442242,43.911191479369066,0.8017466565244707,1.340604992276971,1464
