engine_id,cycle,vibration_mm_s,temperature_C,pressure_bar,flow_rate_m3h,motor_current_A,aux_sensor_unitless,rul_cycles
1,0,3.1414892490259962,56.20729064873318,8.61648043289706,98.32293893140695,17.453708242675813,9.925273856394863,188
1,1,2.2585908049301664,53.898187493053015,8.162192225202501,91.9615851890647,18.834240163285266,11.467709599049108,187
1,2,2.7376670885213867,57.49442090489874,8.081957828943185,98.2434210560379,17.566083153119976,13.6722631030753,186
1,3,3.8695860428673994,57.63786160451069,8.181728359016034,101.45305955408688,17.840831383829677,12.759441565989537,185
1,4,1.848614768186459,57.83711232675877,8.30973831510824,98.91096897807554,19.474002640149383,11.703679422383882,184
1,5,2.866521136219813,58.467452829251265,8.417278909725676,96.8678757700443,20.19914617056756,10.632667540136616,183
1,6,3.7337498097475956,58.42821441911792,8.19032072428061,100.6872972719784,19.973191171767436,11.953539434578307,182
1,7,2.6878898488453133,58.557363607427845,8.56310094192927,95.74607014052597,18.876826293656915,12.76849971757986,181
1,8,2.8028907356758577,58.834737638391445,8.433096767617037,98.13312949093435,18.61420016140205,13.057553665708301,180
1,9,3.116587846694644,58.35420066023953,8.189781725313921,103.92209393174141,16.99120617022034,14.076322877945877,179
1,10,3.931732141764341,57.42885009077421,8.578904505050387,99.23023758974774,18.273072874343605,12.573389805355024,178
1,11,2.8891283551851323,55.76079485765694,8.640029659630276,96.08945281457984,17.55075743320515,10.280998709407937,177
1,12,3.0095445211437197,56.07553090749491,8.318134651786204,100.47766288113637,17.08550820492793,9.481706033202595,176
1,13,3.0377022254702624,56.79695202510531,8.282045040974433,106.29931615667869,18.176504175950843,7.804535735156079,175
1,14,4.38154748123559,55.552191658020085,7.885278719266351,102.19096183896286,18.31549309759027,8.201940268838683,174
1,15,4.396021391536733,57.03192831735407,8.219723448311363,100.68591918418493,17.678973523921982,7.718035889810296,173
1,16,3.829024179170325,54.398833779517396,8.24155729843219,102.75379469800025,14.651479146299131,8.93844253904275,172
1,17,3.544766016802129,54.44984575401193,8.368566242721693,94.7109485093201,15.718959904128717,6.575696710036737,171
1,18,3.7453248601909617,56.47268818192028,8.25785962191512,104.11923712653626,16.04207956788271,6.7198237379737105,170
1,19,4.147253437806889,58.54039000861073,8.353677364823094,94.28009726273473,18.95215671413919,6.560409907970685,169
1,20,2.959484612695316,55.74041974115778,8.668859087014233,97.64177844107446,18.645837993942656,7.936814338609839,168
1,21,4.041086710381301,55.092313277,8.145487097420528,102.36941165107018,17.01183048664082,6.961226616605416,167
1,22,2.8522491866921658,57.077996300806085,8.147816462963505,102.84896368879672,20.126907439262137,10.5836843070709,166
1,23,3.186568775510622,58.381051476005055,7.9358283648199635,96.57877414182596,19.03150560879994,10.27907017137752,165
1,24,3.9854814960679965,59.21938697524577,8.253482309216682,98.43419682857596,20.050601684826194,11.014325771772516,164
1,25,2.844294602729124,59.35512365515469,8.492347196024621,96.81814833257768,20.407820504271967,9.335817534941516,163
1,26,3.5155212044543576,57.081718511294135,7.802842805965684,89.08505825534598,19.34994138368701,11.073968109144321,162
1,27,3.18180665479782,58.97814774325898,8.066583556536003,93.15707476655308,21.269596321807185,12.940217116748153,161
1,28,3.5122046955607367,58.002242791337615,8.234442261289884,91.48345062948552,21.618898215340543,12.850566187077327,160
1,29,2.268246058965439,59.50089863065323,8.430365030443967,96.02164279997265,19.874542552159337,13.141543147083032,159
1,30,2.8094908166083212,59.3630607075943,8.30591272454544,89.9833319506866,19.430542074419048,13.871299090204975,158
1,31,3.373220935426768,58.13772487878015,8.283891399563284,92.39098324323133,20.15259693743937,13.969777244036386,157
1,32,4.2149735767889025,57.29301897632211,8.138752838837094,85.61896940462084,17.569171013636712,12.32384089526915,156
1,33,3.692683420767364,56.235625534858976,8.30758105587714,86.44301983582776,16.192190599510475,10.069590807959429,155
1,34,3.8093549312118054,59.10365236398455,8.432946490385378,88.25793737549903,18.312336230557086,9.491020986818416,154
1,35,4.180641794074787,58.19800553978798,7.744357796090114,83.0562808123063,17.978735839021812,11.12998635435962,153
1,36,3.4255246400164605,53.70296965463974,8.345952591478214,90.49649929691627,17.247785310826472,11.66394915234001,152
1,37,4.036029100672558,57.24657145878823,8.13132012757108,89.50449313835487,18.77713849176555,9.915773275311148,151
1,38,3.520611586035907,54.9466096166924,8.015683065266487,84.60282369149012,15.651894254465242,9.29064311131484,150
1,39,3.0886929732708763,58.08067766368298,7.529560903000679,83.65190091697403,18.010042504171313,6.227071009614279,149
1,40,3.7864610108088717,54.8087002168333,7.787371429464675,81.18809896927561,18.87960223156359,7.822591153300339,148
1,41,4.298344323929293,57.89909749049315,8.549083716306479,82.06070402541164,19.21627964612915,6.248557528518605,147
1,42,4.210410819249514,58.84293209587763,7.944522273074612,80.32699236656565,18.81094132254846,8.133227948733508,146
1,43,4.06501760564628,58.26155030936675,7.83753879490051,80.17855204148611,19.897468685309093,7.036471510119281,145
1,44,5.29707106098237,59.82446462905238,7.986677618979383,81.70111925271382,21.565135767706323,6.444218913222154,144
1,45,4.337436565528451,59.126859122006636,7.906532339741629,80.6463325137091,21.03630642104955,7.4873174707225445,143
1,46,4.650574595779518,61.54273232663782,8.115926119566213,81.62338322444931,21.032160085037244,8.06673460344699,142
1,47,5.310636082818733,60.365939580103976,8.456079823339993,77.22951914705324,21.88654216731922,8.223263525909537,141
1,48,3.5750090390209563,61.15125022105561,7.922165317689354,78.4282804419647,20.19521427644959,9.879647273105691,140
1,49,3.733272186214149,61.19346152497536,8.099357998815472,80.16767259831018,21.664337006629026,10.238193152255802,139
1,50,5.155262215308618,61.198842002165385,7.7659259682679815,79.68790385620032,21.70711967934356,12.483899291737913,138
1,51,3.915237759457785,60.783807601372146,8.424710513931911,79.70628144645767,18.878878509978218,12.492871441322082,137
1,52,4.360095042664547,62.36343593062698,8.083847580931884,79.34748020500733,19.128050048381706,12.513151709650602,136
1,53,4.911015119150976,64.17309921161937,7.758034197927627,85.31578173289155,18.77333308437091,11.482713446190976,135
1,54,4.852931637518786,62.265365738055785,8.246452498162231,82.1987948842541,17.847549053392097,11.314665266562091,134
1,55,5.316358695141748,60.27577070275177,8.312244780775236,83.39885621216385,19.349449867064042,12.24864652771065,133
1,56,5.218189001375359,57.01818680375616,8.044469092447228,78.76150257023654,18.066475418737248,12.452195323044778,132
1,57,5.03662712880693,56.8391245055915,7.586098338115697,77.30594141683862,20.02783521674862,12.302862868881945,131
1,58,4.147251247973768,59.90013549452778,8.434068037259804,86.3867619699778,19.17381548846328,11.947484258164017,130
1,59,4.962821167044579,56.19620673676326,8.057120615882445,85.43437221634994,19.343773408891014,11.410102054504634,129
1,60,4.754417989078985,54.675229029102034,8.264003825195642,84.01235385980243,19.75988605130651,8.373097988108285,128
1,61,3.966147909548892,58.309390106496245,7.825453536483697,87.04143110574532,19.619368360104747,7.693342144586478,127
1,62,5.370033900471293,59.36270541306981,7.855293967259048,92.59418701884225,20.92598629292682,7.93418023258577,126
1,63,5.097210113947422,58.8109029998289,7.974323056014186,87.54163709739943,21.361908083238696,8.549576971633407,125
1,64,4.748646768677467,60.13367408418186,8.216806937906197,89.24874469004696,19.768234905197342,7.884068076395528,124
1,65,4.6417667095908515,59.513244116909,7.965937858846141,79.81043457319716,21.217904455871473,8.07720832839896,123
1,66,4.191673062777895,60.39230457614167,7.607703004633858,92.62510658210536,21.11588140346997,5.667221205134877,122
1,67,4.923195237640059,62.20102208477591,7.979117309182857,87.2192219256189,20.56260282477404,6.240799751738902,121
1,68,5.090359816997174,61.5458662660769,8.312699725862187,90.73863061202819,19.42157977279584,6.189474091933798,120
1,69,4.473366163526392,59.49185728743536,7.91345169417667,87.28146997184281,19.905742769308354,7.087977555698589,119
1,70,5.502944301823883,60.56286362602792,7.921018389440685,86.17219039477476,21.363531814814426,7.001005686755785,118
1,71,4.40623350901442,63.039145443247776,7.564696051541837,90.12819322803804,21.04184424411287,10.645875415482266,117
1,72,3.9263706833486127,63.56985867098019,7.521232938893923,90.75271201285403,22.558828497622716,9.546952822837111,116
1,73,5.5409622654337,62.976136360288514,7.704193791604826,90.687926263524,18.739787190173352,12.445476469617464,115
1,74,4.852684588002551,63.63001301797205,7.773612565254321,90.59733003663567,19.45346937083681,11.339681402219602,114
1,75,5.024711741461702,61.21115358140016,7.872870985920373,90.43245616032523,19.606510211958152,12.152347044246689,113
1,76,4.7024161780028235,63.1508002714972,7.879947681705954,93.43748306429376,18.314619243595068,11.522358482088105,112
1,77,4.351729303631249,59.32188324745382,8.230526930022307,89.81494562506833,18.556519562289463,13.238754547578095,111
